Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,Team,Deleted,Season,Race
GAS,100.845,38.0,2.0,26.907,40.235,33.703,HARD,Alpine,False,2024,United States
COL,85.194,38.0,2.0,27.77,29.172,28.252,HARD,Williams,False,2024,Italy
HUL,93.153,38.0,2.0,34.298,29.309,29.546,HARD,Haas F1 Team,False,2024,Saudi Arabia
ALB,99.69,38.0,3.0,26.861,39.75,33.079,HARD,Williams,False,2024,United States
RIC,81.099,38.0,2.0,21.613,37.83,21.656,HARD,RB,False,2024,Monaco
PER,83.74,38.0,2.0,29.529,32.611,21.6,MEDIUM,Red Bull Racing,False,2024,Mexico
PER,92.711,38.0,2.0,34.097,29.253,29.361,HARD,Red Bull Racing,False,2024,Saudi Arabia
HUL,109.406,38.0,3.0,31.139,48.904,29.363,MEDIUM,Haas F1 Team,False,2024,Belgium
SAR,81.131,38.0,2.0,21.462,37.841,21.828,HARD,Williams,False,2024,Monaco
BOT,100.944,38.0,2.0,27.129,40.365,33.45,HARD,Kick Sauber,False,2024,United States
RIC,98.286,38.0,2.0,29.1,41.803,27.383,MEDIUM,RB,False,2024,Singapore
OCO,96.714,38.0,4.0,34.88,43.199,18.635,MEDIUM,Alpine,False,2024,Japan
ALO,83.847,38.0,3.0,27.472,28.537,27.838,HARD,Aston Martin,False,2024,Italy
NOR,79.307,38.0,2.0,23.373,31.974,23.96,MEDIUM,McLaren,False,2024,Spain
VER,70.143,38.0,2.0,17.655,31.446,21.042,HARD,Red Bull Racing,False,2024,Austria
BOT,86.704,38.0,2.0,27.866,29.222,29.616,MEDIUM,Kick Sauber,False,2024,Italy
VER,84.391,38.0,2.0,21.503,44.573,18.315,INTERMEDIATE,Red Bull Racing,False,2024,Brazil
BEA,92.708,38.0,2.0,34.037,29.216,29.455,HARD,Ferrari,False,2024,Saudi Arabia
RUS,113.925,38.0,4.0,53.528,41.902,18.495,MEDIUM,Mercedes,False,2024,Japan
GAS,96.756,38.0,4.0,34.95,43.183,18.623,HARD,Alpine,False,2024,Japan
RUS,107.6,38.0,2.0,30.962,47.51,29.128,HARD,Mercedes,False,2024,Belgium
HAM,85.372,38.0,2.0,30.722,30.628,24.022,HARD,Mercedes,False,2024,Hungary
BOT,108.836,38.0,2.0,38.924,44.174,25.738,HARD,Kick Sauber,False,2024,Azerbaijan
BOT,98.0,38.0,4.0,35.557,43.663,18.78,HARD,Kick Sauber,False,2024,Japan
PIA,98.212,38.0,2.0,26.445,39.262,32.505,HARD,McLaren,False,2024,United States
STR,79.706,38.0,2.0,21.191,37.187,21.328,MEDIUM,Aston Martin,False,2024,Monaco
ALO,108.131,38.0,2.0,38.607,44.03,25.494,HARD,Aston Martin,False,2024,Azerbaijan
ZHO,83.24,38.0,1.0,29.486,32.41,21.344,HARD,Kick Sauber,False,2024,Mexico
ALB,99.69,38.0,3.0,26.861,39.75,33.079,HARD,Williams,False,2024,United States
MAG,82.09,38.0,2.0,28.773,32.063,21.254,HARD,Haas F1 Team,False,2024,Mexico
LEC,98.57,38.0,2.0,26.484,39.434,32.652,HARD,Ferrari,False,2024,United States
ALB,71.964,38.0,2.0,17.684,32.445,21.835,HARD,Williams,False,2024,Austria
GAS,85.229,38.0,3.0,28.025,29.02,28.184,HARD,Alpine,False,2024,Italy
MAG,98.615,38.0,2.0,28.786,42.269,27.56,MEDIUM,Haas F1 Team,False,2024,Singapore
SAR,108.567,38.0,3.0,31.094,48.435,29.038,HARD,Williams,False,2024,Belgium
PIA,148.28,38.0,4.0,62.141,42.837,43.302,HARD,McLaren,False,2024,Qatar
ALO,92.937,38.0,2.0,34.158,29.198,29.581,HARD,Aston Martin,False,2024,Saudi Arabia
LEC,84.912,38.0,2.0,30.265,30.314,24.333,HARD,Ferrari,False,2024,Hungary
PER,82.197,38.0,2.0,29.469,29.584,23.144,MEDIUM,Red Bull Racing,False,2024,Hungary
SAI,107.116,38.0,2.0,38.326,43.337,25.453,HARD,Ferrari,False,2024,Azerbaijan
ALB,109.105,38.0,3.0,30.689,49.331,29.085,HARD,Williams,False,2024,Belgium
ZHO,93.914,38.0,1.0,34.602,29.446,29.866,MEDIUM,Kick Sauber,False,2024,Saudi Arabia
TSU,97.442,38.0,4.0,35.197,43.464,18.781,HARD,RB,False,2024,Japan
VER,81.111,38.0,2.0,28.385,31.653,21.073,HARD,Red Bull Racing,False,2024,Mexico
STR,100.025,38.0,2.0,27.024,39.904,33.097,MEDIUM,Aston Martin,False,2024,United States
TSU,99.855,38.0,2.0,26.713,39.956,33.186,HARD,RB,False,2024,United States
RIC,108.079,38.0,3.0,31.149,47.808,29.122,SOFT,RB,False,2024,Belgium
HAM,97.458,38.0,3.0,35.605,43.258,18.595,HARD,Mercedes,False,2024,Japan
ALO,81.082,38.0,2.0,21.437,38.207,21.438,MEDIUM,Aston Martin,False,2024,Monaco
OCO,93.845,38.0,2.0,34.643,29.442,29.76,HARD,Alpine,False,2024,Saudi Arabia
ALB,93.673,38.0,2.0,34.538,29.376,29.759,HARD,Williams,False,2024,Saudi Arabia
GAS,108.553,38.0,3.0,30.822,48.681,29.05,HARD,Alpine,False,2024,Belgium
BEA,87.141,38.0,3.0,22.548,45.57,19.023,INTERMEDIATE,Haas F1 Team,False,2024,Brazil
ZHO,100.148,38.0,3.0,27.053,39.945,33.15,HARD,Kick Sauber,False,2024,United States
OCO,84.845,38.0,2.0,27.649,29.024,28.172,MEDIUM,Alpine,False,2024,Italy
PER,71.356,38.0,2.0,17.671,32.074,21.611,HARD,Red Bull Racing,False,2024,Austria
ZHO,81.23,38.0,2.0,23.867,32.754,24.609,MEDIUM,Kick Sauber,False,2024,Spain
TSU,93.961,38.0,2.0,34.743,29.51,29.708,HARD,RB,False,2024,Saudi Arabia
MAG,108.742,38.0,2.0,31.093,48.455,29.194,HARD,Haas F1 Team,False,2024,Belgium
BOT,88.199,38.0,4.0,32.967,29.342,25.89,MEDIUM,Kick Sauber,False,2024,Qatar
SAI,83.695,38.0,2.0,30.202,29.77,23.723,HARD,Ferrari,False,2024,Hungary
HUL,86.001,38.0,3.0,25.597,27.344,33.06,INTERMEDIATE,Haas F1 Team,False,2024,Canada
BOT,100.944,38.0,2.0,27.129,40.365,33.45,HARD,Kick Sauber,False,2024,United States
SAI,98.37,38.0,2.0,31.076,40.107,27.187,INTERMEDIATE,Ferrari,False,2024,United Kingdom
BOT,107.672,38.0,3.0,31.114,47.37,29.188,MEDIUM,Kick Sauber,False,2024,Belgium
LEC,92.632,38.0,2.0,34.03,29.157,29.445,HARD,Ferrari,False,2024,Saudi Arabia
TSU,108.964,38.0,2.0,30.971,48.782,29.211,SOFT,RB,False,2024,Belgium
BOT,80.948,38.0,3.0,21.29,38.072,21.586,HARD,Kick Sauber,False,2024,Monaco
STR,96.356,38.0,5.0,34.904,42.838,18.614,SOFT,Aston Martin,False,2024,Japan
LAW,83.736,38.0,1.0,29.679,32.774,21.283,HARD,RB,False,2024,Mexico
VER,85.536,38.0,2.0,30.267,31.129,24.14,HARD,Red Bull Racing,False,2024,Hungary
MAG,97.789,38.0,3.0,35.622,43.476,18.691,HARD,Haas F1 Team,False,2024,Japan
RUS,107.649,38.0,2.0,38.689,43.536,25.424,HARD,Mercedes,False,2024,Azerbaijan
HUL,96.13,38.0,4.0,35.264,42.552,18.314,HARD,Haas F1 Team,False,2024,Japan
MAG,93.429,38.0,2.0,34.416,29.388,29.625,HARD,Haas F1 Team,False,2024,Saudi Arabia
TSU,98.144,38.0,2.0,28.977,41.697,27.47,SOFT,RB,False,2024,Singapore
BOT,100.944,38.0,2.0,27.129,40.365,33.45,HARD,Kick Sauber,False,2024,United States
HUL,100.083,38.0,3.0,32.593,42.653,24.837,HARD,Haas F1 Team,False,2024,Bahrain
HAM,97.765,38.0,2.0,28.957,41.641,27.167,HARD,Mercedes,False,2024,Singapore
PER,98.939,38.0,2.0,26.444,39.612,32.883,HARD,Red Bull Racing,False,2024,United States
OCO,75.902,38.0,2.0,25.791,27.335,22.776,HARD,Alpine,False,2024,Netherlands
OCO,96.814,38.0,3.0,31.07,41.869,23.875,HARD,Alpine,False,2024,Bahrain
NOR,87.907,38.0,2.0,17.873,37.953,32.081,HARD,McLaren,False,2024,United Arab Emirates
ALO,80.536,38.0,2.0,23.443,32.611,24.482,MEDIUM,Aston Martin,False,2024,Spain
SAR,93.763,38.0,2.0,34.749,29.457,29.557,HARD,Williams,False,2024,Saudi Arabia
RIC,85.288,38.0,2.0,27.655,29.18,28.453,HARD,RB,False,2024,Italy
GAS,82.278,38.0,2.0,29.189,31.917,21.172,HARD,Alpine,False,2024,Mexico
PIA,106.395,38.0,1.0,28.989,42.029,35.377,MEDIUM,McLaren,False,2024,Singapore
ZHO,101.311,38.0,3.0,26.89,30.766,43.655,HARD,Kick Sauber,False,2024,China
LEC,70.477,38.0,4.0,17.275,31.941,21.261,MEDIUM,Ferrari,False,2024,Austria
LEC,94.783,38.0,3.0,30.55,40.953,23.28,HARD,Ferrari,False,2024,Bahrain
MAG,87.86,38.0,3.0,26.381,28.031,33.448,INTERMEDIATE,Haas F1 Team,False,2024,Canada
SAI,95.1,38.0,3.0,30.631,41.329,23.14,HARD,Ferrari,False,2024,Bahrain
RUS,97.577,38.0,2.0,28.843,41.282,27.452,HARD,Mercedes,False,2024,Singapore
RIC,108.864,38.0,1.0,38.88,44.244,25.74,HARD,RB,False,2024,Azerbaijan
ALB,82.154,38.0,3.0,28.612,18.068,35.474,HARD,Williams,False,2024,Australia
TSU,85.788,38.0,3.0,21.872,45.605,18.311,INTERMEDIATE,RB,False,2024,Brazil
ALB,108.124,38.0,2.0,39.164,43.559,25.401,MEDIUM,Williams,False,2024,Azerbaijan
TSU,80.849,38.0,3.0,23.78,32.622,24.447,HARD,RB,False,2024,Spain
OCO,99.937,38.0,2.0,26.943,39.893,33.101,HARD,Alpine,False,2024,United States
HAM,74.895,38.0,2.0,25.393,27.091,22.411,HARD,Mercedes,False,2024,Netherlands
MAG,88.655,38.0,4.0,17.796,38.248,32.611,SOFT,Haas F1 Team,False,2024,United Arab Emirates
MAG,146.776,38.0,4.0,62.659,39.293,44.824,HARD,Haas F1 Team,False,2024,Qatar
SAI,81.412,38.0,2.0,28.38,18.048,34.984,HARD,Ferrari,False,2024,Australia
NOR,95.149,38.0,3.0,30.48,41.161,23.508,HARD,McLaren,False,2024,Bahrain
ALO,70.908,38.0,3.0,17.623,31.85,21.435,HARD,Aston Martin,False,2024,Austria
DOO,89.501,38.0,2.0,17.756,38.619,33.126,HARD,Alpine,False,2024,United Arab Emirates
LEC,83.624,38.0,2.0,27.372,28.466,27.786,HARD,Ferrari,False,2024,Italy
SAR,71.889,38.0,3.0,17.81,32.212,21.867,HARD,Williams,False,2024,Austria
SAI,78.412,38.0,2.0,20.426,36.946,21.04,HARD,Ferrari,False,2024,Monaco
SAR,80.172,38.0,3.0,23.768,32.191,24.213,HARD,Williams,False,2024,Spain
ZHO,146.432,38.0,4.0,61.872,42.262,42.298,HARD,Kick Sauber,False,2024,Qatar
LAW,86.873,38.0,3.0,22.398,46.093,18.382,INTERMEDIATE,RB,False,2024,Brazil
TSU,146.782,38.0,4.0,62.733,39.584,44.465,HARD,RB,False,2024,Qatar
ALB,84.148,38.0,3.0,30.359,30.207,23.582,HARD,Williams,False,2024,Hungary
PIA,70.401,38.0,2.0,17.568,31.577,21.256,HARD,McLaren,False,2024,Austria
ZHO,83.487,38.0,3.0,30.173,29.872,23.442,HARD,Kick Sauber,False,2024,Hungary
MAG,82.085,38.0,3.0,28.649,17.979,35.457,HARD,Haas F1 Team,False,2024,Australia
RUS,88.463,38.0,2.0,17.667,38.266,32.53,HARD,Mercedes,False,2024,United Arab Emirates
LAW,98.905,38.0,2.0,26.863,38.894,33.148,MEDIUM,RB,False,2024,United States
HUL,97.941,38.0,2.0,29.002,41.663,27.276,HARD,Haas F1 Team,False,2024,Singapore
OCO,83.627,38.0,3.0,28.734,18.147,36.746,HARD,Alpine,False,2024,Australia
ALB,146.301,38.0,4.0,63.306,38.621,44.374,SOFT,Williams,False,2024,Qatar
RIC,82.38,38.0,3.0,28.792,17.749,35.839,HARD,RB,False,2024,Australia
ZHO,82.43,38.0,3.0,28.906,18.19,35.334,HARD,Kick Sauber,False,2024,Australia
OCO,99.937,38.0,2.0,26.943,39.893,33.101,HARD,Alpine,False,2024,United States
ALB,129.058,39.0,4.0,45.3,42.894,40.864,SOFT,Williams,False,2024,Qatar
HUL,81.896,39.0,3.0,28.419,17.929,35.548,HARD,Haas F1 Team,False,2024,Australia
BOT,85.136,39.0,2.0,30.565,30.663,23.908,HARD,Kick Sauber,False,2024,Hungary
SAR,84.497,39.0,3.0,29.956,30.583,23.958,HARD,Williams,False,2024,Hungary
RIC,82.172,39.0,3.0,28.698,18.094,35.38,HARD,RB,False,2024,Australia
ALO,70.594,39.0,3.0,17.578,31.589,21.427,HARD,Aston Martin,False,2024,Austria
HUL,97.811,39.0,2.0,28.772,41.678,27.361,HARD,Haas F1 Team,False,2024,Singapore
HUL,108.637,39.0,2.0,39.123,44.074,25.44,HARD,Haas F1 Team,False,2024,Azerbaijan
OCO,82.706,39.0,3.0,28.807,17.857,36.042,HARD,Alpine,False,2024,Australia
RUS,88.329,39.0,2.0,17.607,38.193,32.529,HARD,Mercedes,False,2024,United Arab Emirates
NOR,83.061,39.0,3.0,27.31,28.197,27.554,HARD,McLaren,False,2024,Italy
PIA,103.438,39.0,3.0,47.532,28.366,27.54,HARD,McLaren,False,2024,Italy
MAG,84.179,39.0,3.0,30.147,30.229,23.803,HARD,Haas F1 Team,False,2024,Hungary
ZHO,102.318,39.0,5.0,22.472,54.38,25.466,INTERMEDIATE,Kick Sauber,False,2024,Brazil
RUS,78.45,39.0,2.0,21.063,36.681,20.706,MEDIUM,Mercedes,False,2024,Monaco
OCO,101.313,39.0,3.0,27.103,30.393,43.817,HARD,Alpine,False,2024,China
SAI,83.809,39.0,2.0,27.364,28.721,27.724,HARD,Ferrari,False,2024,Italy
GAS,78.161,39.0,2.0,25.943,27.949,24.269,HARD,Alpine,False,2024,Netherlands
TSU,89.26,39.0,2.0,17.854,38.526,32.88,HARD,RB,False,2024,United Arab Emirates
ALO,76.357,39.0,2.0,25.684,27.63,23.043,HARD,Aston Martin,False,2024,Netherlands
STR,86.61,39.0,2.0,25.641,27.56,33.409,INTERMEDIATE,Aston Martin,False,2024,Canada
MAG,93.212,39.0,3.0,29.463,38.002,25.747,SOFT,Haas F1 Team,False,2024,United Kingdom
